rowid,content,label,content_clean,dm1,dm2,troll_whight,real_whight,upper_s,upper_w,swears,swears_s,num_words,positive,positive_s,negative,negative_s
1943,  ye,0,  ye,-0.255627679,0.291801762,0,0,0,0,0,0,1,0,0,0,0
1944,  yea,0,  yea,0.283389217,-0.242064846,0,0,0,0,0,0,1,0,0,0,0
1945,  Yea,0,  yea,0.283389217,-0.242064846,0,0,1,0,0,0,1,0,0,0,0
1946,  yea -__-,0,  yea ,0.283389217,-0.242064846,0,0,0,0,0,0,1,0,0,0,0
1947,  yea :),0,  yea ,0.283389217,-0.242064846,0,-2.843804223,0,0,0,0,1,0,0,0,0
1948,  yea :D,0,  yea d,0.515493442,-0.144580986,0,-2.843804223,0.333333333,0.333333333,0,0,2,0,0,0,0
1949,  yea >_<,0,  yea ><,0.026291096,-0.229118085,0,-4.174028731,0,0,0,0,3,0,0,0,0
1950,  yea all the time,0,  yea all the time,0.982816541,-0.87432797,0,0,0,0,0,0,4,0,0,0,0
1951,  yea i don't like it when it's dirty,0,  yea i dont like it when its dirty,1.301636556,-0.605558853,4.839628456,-7.746044228,0,0,0,0,8,1,0.125,1,0.125
1952,  yea idr tho,0,  yea idr tho,0.081919687,-0.253162233,0,0,0,0,0,0,3,0,0,0,0
1953,  yea if your awake haha,0,  yea if your awake haha,0.771274821,-0.436086558,0,-7.039745537,0,0,0,0,5,0,0,0,0
1954,  yea lol all the time,0,  yea lol all the time,1.039390171,-0.797876927,0,0,0,0,0,0,5,0,0,0,0
1955,  Yea y?,0,  yea y,0.323487148,-0.099226672,2.282065044,0,0.333333333,0,0,0,2,0,0,0,0
1956,  yeah,0,  yeah,0.938768386,-0.373414224,1.797072046,0,0,0,0,0,1,0,0,0,0
1957,  Yeah  I wanna be with someone...,0,  yeah  i wanna be with someone,1.163059922,-0.641477101,3.871828318,-1.775052016,0.25,0.125,0,0,7,0,0,0,0
1958,  yeah !,0,  yeah ,0.938768386,-0.373414224,7.713689069,0,0,0,0,0,1,0,0,0,0
1959,  yeah . i won a car!,0,  yeah  i won a car,1.097900165,-0.642869318,7.713689069,-2.608439604,0,0,0,0,5,1,0.2,0,0
1960,  yeah :),0,  yeah ,0.938768386,-0.373414224,1.797072046,-2.843804223,0,0,0,0,1,0,0,0,0
1961,  yeah except i'd be scare it'd eat my face off.,0,  yeah except id be scare itd eat my face off,0.560573561,-0.488125848,3.345153864,-2.608439604,0,0,0,0,10,0,0,1,0.1
1962,  Yeah I agree. It's wrong.,0,  yeah i agree its wrong,1.157799019,-0.469552522,1.996367591,0,0.428571429,0.142857143,0,0,5,0,0,1,0.2
1963,  Yeah I know hahaha. they just pop up out of nowhere!  :P,0,  yeah i know hahaha they just pop up out of nowhere  p,0.844878894,-0.652163816,7.8365453,-2.843804223,0.214285714,0.142857143,0,0,12,0,0,0,0
1964,  Yeah i made my first one. and forgot the password to it!!!!! haha so i had to make a new one. it sucked but at least it was farely new to me. teaachgee is the right one!! :),0,  yeah i made my first one and forgot the password to it haha so i had to make a new one it sucked but at least it was farely new to me teaachgee is the right one ,0.949144565,-0.694015344,41.41631916,-22.79841877,0.02173913,0,0,0,37,1,0.027027027,1,0.027027027
1965,  yeah if i tried.,0,  yeah if i tried,1.294970467,-0.612630111,1.797072046,-5.746000728,0,0,0,0,4,0,0,0,0
1966,  Yeah it definantly has a smell. Distinctly sex smell..haha,0,  yeah it definantly has a smell distinctly sex smellhaha,0.436885596,-0.312946395,0,0,0.222222222,0,1,0.111111111,9,0,0,1,0.111111111
1967,  Yeah on funniest home videos. funny stuff huh?,0,  yeah on funniest home videos funny stuff huh,0.307768252,-0.427425357,4.070790794,0,0.111111111,0,0,0,8,0,0,1,0.125
1968,  yeah when it first came on but not anymore at all,0,  yeah when it first came on but not anymore at all,0.966857165,-0.738487623,3.585797797,-6.063652941,0,0,0,0,11,0,0,0,0
1969,  YEAH!!! I don't understand why people don't tell others about that kind of stuff??!?!? It drives me crazy. Everyone would want someone to tell them if it were happening to them!!,0,  yeah i dont understand why people dont tell others about that kind of stuff it drives me crazy everyone would want someone to tell them if it were happening to them,0.982866431,-0.648377447,58.06713527,-16.96039342,0.090909091,0.045454545,0,0,31,0,0,1,0.032258065
1970,  yeah. money i love finding it too,0,  yeah money i love finding it too,1.132044741,-0.562263994,0,-8.283754866,0,0,0,0,7,1,0.142857143,0,0
1971,  Yeah. why?,0,  yeah why,0.973353964,-0.53427691,2.282065044,0,0.333333333,0,0,0,2,0,0,0,0
1972,  yeah... even though i really couldnt.,0,  yeah even though i really couldnt,1.150490504,-0.433027594,3.811911091,-4.480210117,0,0,0,0,6,0,0,0,0
1973,  Yeahh,0,  yeahh,-0.195482055,0.426976016,0,0,1,0,0,0,1,0,0,0,0
1974,  yeeesss so much,0,  yeeesss so much,0.942276571,-0.289525329,0,0,0,0,0,0,3,0,0,0,0
1975,  yellow.,0,  yellow,-0.058163598,0.067665526,0,0,0,0,0,0,1,0,0,0,0
1976,  yep  and p.s. my phone died im lazy to charge it,0,  yep  and ps my phone died im lazy to charge it,0.807224865,-0.45547568,0,-3.404810194,0,0,0,0,11,0,0,2,0.181818182
1977,  yep  stop useing our jokes,0,  yep  stop useing our jokes,0.162025756,-0.025111971,3.515066869,-1.566536481,0,0,0,0,5,0,0,0,0
1978,  Yep so far :]r He was diagnosed when he was 2 and he's 8 now. So usually if the cancer is going to reoccur it does between 4-6  but we don't want to get cocky. The oldest person with his type of cancer has only lived to be 22. its kind of scary.. but thanks for asking! :] he's doing great now.,0,  yep so far r he was diagnosed when he was 2 and hes 8 now so usually if the cancer is going to reoccur it does between 46  but we dont want to get cocky the oldest person with his type of cancer has only lived to be 22 its kind of scary but thanks for asking  hes doing great now,0.705907702,-0.538618116,28.80806481,-39.89253842,0.057142857,0.028571429,0,0,61,1,0.016393443,4,0.06557377
1979,  yeppp,0,  yeppp,0.098945647,-0.048620161,0,0,0,0,0,0,1,0,0,0,0
1980,  yepppppppp,0,  yepppppppp,0.428202063,-0.328994281,0,0,0,0,0,0,1,0,0,0,0
1981,  Yes  bhut I think luck is blessing from God actually! in my opinioN!,0,  yes  bhut i think luck is blessing from god actually in my opinion,0.853685028,-0.514715487,11.83323405,-6.938137329,0.266666667,0.066666667,0,0,13,2,0.153846154,0,0
1982,  Yes  it's glorious outside! Lived one year in Norway: Hate snow  hate ice  more.,0,  yes  its glorious outside lived one year in norway hate snow  hate ice  more,0.504216886,-0.591682392,9.888756847,-7.719194364,0.222222222,0,0,0,14,1,0.071428571,2,0.142857143
1983,  Yes  we are.,0,  yes  we are,0.976835812,-0.726630901,0,0,0.25,0,0,0,3,0,0,0,0
1984,  YES :),0,  yes ,0.721259275,-0.698804632,0,-2.843804223,0.333333333,0.333333333,0,0,1,0,0,0,0
1985,  yes :/ hahah,0,  yes  hahah,0.40294084,-0.354316981,0,-5.048788074,0,0,0,0,2,0,0,0,0
1986,  yes :],0,  yes ,0.721259275,-0.698804632,0,-10.91040773,0,0,0,0,1,0,0,0,0
1987,  Yes <3 thanks for asking !,0,  yes <3 thanks for asking ,0.542662971,-0.461592466,5.916617023,-6.697541812,0.142857143,0.142857143,0,0,6,0,0,0,0
1988,  yes =D,0,  yes =d,0.341235029,-0.115821418,0,-2.204983851,0.5,0,0,0,2,0,0,0,0
1989,  yes actually :) you feel pretty awesomely special when your walking in. hahha,0,  yes actually  you feel pretty awesomely special when your walking in hahha,0.737034522,-0.427058559,0,-5.048788074,0,0,0,0,12,2,0.166666667,0,0
1990,  Yes actually i finally did. with timothy .,0,  yes actually i finally did with timothy ,0.819368592,-0.578920242,0,-2.608439604,0.125,0,0,0,7,0,0,0,0
1991,  yes actually. my yearly female doc's visit. this tuesday.. haha,0,  yes actually my yearly female docs visit this tuesday haha,0.379039034,-0.367775483,1.996367591,-6.107168264,0,0,0,0,10,0,0,0,0
1992,  yes again. for not coming back to class. haha,0,  yes again for not coming back to class haha,0.889224746,-0.594155139,0,-7.931675747,0,0,0,0,9,0,0,0,0
1993,  Yes already. haha,0,  yes already haha,0.775592048,-0.393308301,0,-3.902184413,0.333333333,0,0,0,3,0,0,0,0
1994,  yes and i dont remember.,0,  yes and i dont remember,1.417432796,-0.706932128,0,-7.112288411,0,0,0,0,5,0,0,0,0
1995,  yes and it got all swollen and red and blahhh lol,0,  yes and it got all swollen and red and blahhh lol,0.744677355,-0.65307722,0,-2.204983851,0,0,0,0,11,0,0,1,0.090909091
1996,  Yes as a matter of fact. why does that make me a &quot;one of those people&quot;??,0,  yes as a matter of fact why does that make me a quotone of those peoplequot,0.839279939,-0.52273771,9.928081906,-2.674565527,0.041666667,0,0,0,16,0,0,0,0
1997,  yes but i dont like to. i have this crazy fear of thinking if i just do it one more time my eyes will be stuck like that and i should lf just been satisfied with knowing i did it the last time. hahaha im a weirdo. but ya never know' ya know?!!,0,  yes but i dont like to i have this crazy fear of thinking if i just do it one more time my eyes will be stuck like that and i should lf just been satisfied with knowing i did it the last time hahaha im a weirdo but ya never know ya know,0.963634451,-0.696059749,15.9513333,-44.84701538,0,0,0,0,53,3,0.056603774,3,0.056603774
1998,  yes but i dont much anymore..... things for others is most fun!,0,  yes but i dont much anymore things for others is most fun,1.060169189,-0.57480845,7.931456067,-13.71593257,0,0,0,0,12,1,0.083333333,0,0
1999,  Yes but I hate that so much. I  usually try to make up by saying something funny :),0,  yes but i hate that so much i  usually try to make up by saying something funny ,1.075503347,-0.691447283,5.731734715,-5.313064155,0.157894737,0.105263158,0,0,17,0,0,2,0.117647059
2000,  yes for most,0,  yes for most,0.785563759,-0.747440777,0,-4.654890429,0,0,0,0,3,0,0,0,0
2001,  Yes haha im not gayy silly (:,0,  yes haha im not gayy silly ,0.735453463,-0.382275613,0,-11.97530631,0.125,0,0,0,6,0,0,1,0.166666667
2002,  yes i am a virgin lol and im 14 who wrote this?,0,  yes i am a virgin lol and im 14 who wrote this,1.022999741,-0.655366652,2.282065044,-10.03289119,0,0.076923077,0,0,12,0,0,0,0
2003,  Yes I believe so. I try to be kind to everyone and make the world a little bit better somehow :],0,  yes i believe so i try to be kind to everyone and make the world a little bit better somehow ,0.937441335,-0.761297889,0,-8.705423881,0.136363636,0.090909091,0,0,20,1,0.05,0,0
2004,  yes I do :) its calming haha,0,  yes i do  its calming haha,1.258173495,-0.448839538,0,-14.60772036,0.125,0.125,0,0,6,1,0.166666667,0,0
2005,  yes i do haha,0,  yes i do haha,1.523866178,-0.649193001,0,-11.61372876,0,0,0,0,4,0,0,0,0
2006,  Yes i do that all the time. haha,0,  yes i do that all the time haha,1.456955246,-0.831308401,1.836034205,-9.408744908,0.125,0,0,0,8,0,0,0,0
2007,  yes i do.,0,  yes i do,1.628179747,-0.815955292,0,-7.711544346,0,0,0,0,3,0,0,0,0
2008,  Yes I do. :],0,  yes i do ,1.628179747,-0.815955292,0,-8.705423881,0.4,0.2,0,0,3,0,0,0,0
2009,  yes i have a best friend lol =],0,  yes i have a best friend lol =,1.037202045,-0.758704794,0,-14.771498,0,0,0,0,8,1,0.125,0,0
2010,  Yes I have actually.,0,  yes i have actually,1.30754396,-0.77179079,0,-2.540641744,0.4,0.2,0,0,4,0,0,0,0
2011,  yes i have before.,0,  yes i have before,1.260623412,-0.83035696,0,-7.354065199,0,0,0,0,4,0,0,0,0
2012,  yes i have before. many a times :P ha,0,  yes i have before many a times p ha,0.902966168,-0.620204179,0,-12.19442116,0.1,0.1,0,0,9,0,0,0,0
2013,  yes i have. i know two people. and my reaction was dang that sucks. i guess tahts what you get for sleeping aroundhuh?,0,  yes i have i know two people and my reaction was dang that sucks i guess tahts what you get for sleeping aroundhuh,0.941152483,-0.629877592,5.822908388,-16.98011174,0,0,1,0.043478261,23,0,0,1,0.043478261
2014,  Yes i have. lol,0,  yes i have lol,1.488784094,-0.774194851,0,-2.608439604,0.25,0,0,0,4,0,0,0,0
2015,  yes i love ATL!! great place 2 live  wish i lived there! ;D,0,  yes i love atl great place 2 live  wish i lived there d,0.675126196,-0.536549526,17.74985107,-15.05736826,0.117647059,0.176470588,0,0,13,2,0.153846154,0,0
2016,  yes i love cheese.,0,  yes i love cheese,1.063060628,-0.613527122,0,-8.987455383,0,0,0,0,4,1,0.25,0,0
2017,  yes I love it. its a funny hobbie and way to express yourself :),0,  yes i love it its a funny hobbie and way to express yourself ,1.106766583,-0.60032733,0,-11.98144699,0.066666667,0.066666667,0,0,13,1,0.076923077,1,0.076923077
2018,  Yes i suppose.,0,  yes i suppose,1.097603254,-0.705320986,0,-2.608439604,0.25,0,0,0,3,0,0,0,0
2019,  Yes i think so ;),0,  yes i think so ,1.545958946,-0.733429497,0,-5.750732827,0.166666667,0,0,0,4,0,0,0,0
2020,  yes i think so. if it need to be necessary.,0,  yes i think so if it need to be necessary,1.353695185,-0.755870407,0,-11.0932778,0,0,0,0,10,0,0,0,0
2021,  Yes I would(:,0,  yes i would,1.618119427,-0.690563489,0,-7.045506784,0.4,0.2,0,0,3,0,0,0,0
2022,  yes i would. i would love the opportunie of saving another persons life. and everyone gets hurt..but is being hurt worth not saving another beings life? I dont think so. I'll save them!! :),0,  yes i would i would love the opportunie of saving another persons life and everyone gets hurtbut is being hurt worth not saving another beings life i dont think so ill save them ,0.786996826,-0.537170425,14.11529909,-25.90706743,0.051282051,0.051282051,0,0,33,2,0.060606061,1,0.03030303
2023,  yes if i was starving. theyre filled with lots of juicy vitamins.,0,  yes if i was starving theyre filled with lots of juicy vitamins,0.609088852,-0.427990307,0,-9.578414414,0,0,0,0,12,0,0,0,0
2024,  Yes it is :],0,  yes it is ,1.331202335,-0.87198469,0,-8.705423881,0.2,0,0,0,3,0,0,0,0
2025,  Yes it is lots of fun :) I wouldn't mind learning latin. Its a dead language of course but apparently there are a lot of good things you can get out of latin and a bunch of things are based on it.,0,  yes it is lots of fun  i wouldnt mind learning latin its a dead language of course but apparently there are a lot of good things you can get out of latin and a bunch of things are based on it,0.86099928,-0.635078872,6.336795754,-15.682458,0.066666667,0.022222222,0,0,41,2,0.048780488,1,0.024390244
2026,  yes lol,0,  yes lol,0.993471982,-0.595438695,0,-2.204983851,0,0,0,0,2,0,0,0,0
2027,  yes lots.,0,  yes lots,0.433776318,-0.546470803,0,-2.204983851,0,0,0,0,2,0,0,0,0
2028,  Yes ma'am,0,  yes maam,0.512403336,-0.222509705,0,0,0.5,0,0,0,2,0,0,0,0
2029,  Yes ma'am :] thank you lady.,0,  yes maam  thank you lady,0.75461985,-0.326453279,0,-8.705423881,0.125,0,0,0,5,1,0.2,0,0
2030,  yes maybe. perhaps..depends,0,  yes maybe perhapsdepends,0.395354588,-0.159758164,0,-2.204983851,0,0,0,0,3,0,0,0,0
2031,  yes more than no. and because i roll with the punches. but like to think ahead at the same time haha,0,  yes more than no and because i roll with the punches but like to think ahead at the same time haha,1.022611337,-0.636607327,0,-16.56664476,0,0,0,0,21,1,0.047619048,0,0
2032,  yes my camera i have now,0,  yes my camera i have now,1.142109294,-0.779409573,0,-7.354065199,0,0,0,0,6,0,0,0,0
2033,  yes of course!,0,  yes of course,0.585833609,-0.920261966,5.916617023,-2.204983851,0,0,0,0,3,0,0,0,0
2034,  yes of course. i would love to be a pirate. always. errrgg.,0,  yes of course i would love to be a pirate always errrgg,0.969544546,-0.709845192,0,-13.18915794,0,0,0,0,12,1,0.083333333,0,0
2035,  yes sure am :),0,  yes sure am ,0.886137468,-0.55703656,0,-6.807614478,0,0,0,0,3,0,0,0,0
2036,  yes they are.,0,  yes they are,1.00510427,-0.765967439,0,-2.204983851,0,0,0,0,3,0,0,0,0
2037,  yes they do,0,  yes they do,1.179390085,-0.759317858,0,-5.103104742,0,0,0,0,3,0,0,0,0
2038,  yes very much lol =],0,  yes very much lol =,0.809177176,-0.373483563,0,-8.066603509,0,0,0,0,5,0,0,0,0
2039,  Yes veryy trustin person!!! May i help yuh:!,0,  yes veryy trustin person may i help yuh,0.485320996,-0.361629779,23.66646809,-8.422732867,0.153846154,0,0,0,8,0,0,0,0
2040,  yes walks to raise money for cancer patients and I volunteer for adopt a highway! Gotta care about our mother earth :),0,  yes walks to raise money for cancer patients and i volunteer for adopt a highway gotta care about our mother earth ,0.579359102,-0.425582943,5.916617023,-8.66516049,0.08,0.04,0,0,22,0,0,1,0.045454545
2041,  yes we are! latinos are the smexiest ones alive! :],0,  yes we are latinos are the smexiest ones alive ,0.559251269,-0.498390839,11.83323405,-10.91040773,0,0,0,0,9,0,0,0,0
2042,  yes! everyone should RECYCLE.,0,  yes everyone should recycle,0.47550168,-0.397719275,5.916617023,-2.204983851,0.166666667,0.166666667,0,0,4,0,0,0,0
2043,  yes! haha neat trait of mine.. i can plug my nose with my lips :],0,  yes haha neat trait of mine i can plug my nose with my lips ,0.644260179,-0.452824376,5.916617023,-17.42103175,0,0,0,0,14,1,0.071428571,0,0
2044,  YES! people just dont know what it is.,0,  yes people just dont know what it is,1.327385679,-0.84232896,5.916617023,-7.621244193,0.1,0.1,0,0,8,0,0,0,0
2045,  YES!~!!!!,0,  yes~,0.28745131,0.398080908,29.58308511,0,0.142857143,0.142857143,0,0,1,0,0,0,0
2046,  yes.,0,  yes,0.721259275,-0.698804632,0,-2.204983851,0,0,0,0,1,0,0,0,0
2047,  Yes.,0,  yes,0.721259275,-0.698804632,0,0,0.5,0,0,0,1,0,0,0,0
2048,  Yes. :),0,  yes ,0.721259275,-0.698804632,0,-2.843804223,0.333333333,0,0,0,1,0,0,0,0
2049,  Yes. all the time :),0,  yes all the time ,1.092284056,-0.988512916,0,-2.843804223,0.166666667,0,0,0,4,0,0,0,0
2050,  yes. all the time.,0,  yes all the time,1.092284056,-0.988512916,0,-2.005779613,0,0,0,0,4,0,0,0,0
2051,  Yes. All the time.,0,  yes all the time,1.092284056,-0.988512916,0,0,0.4,0,0,0,4,0,0,0,0
2052,  Yes. and do the fourleaf clover thing :),0,  yes and do the fourleaf clover thing ,0.750448447,-0.66013968,0,-5.741925114,0.111111111,0,0,0,7,0,0,0,0
2053,  Yes. And im sure there are tons that soo could.,0,  yes and im sure there are tons that soo could,1.048675967,-0.501596867,1.836034205,-5.163636599,0.181818182,0,0,0,10,0,0,0,0
2054,  yes. and no sorry,0,  yes and no sorry,1.109460281,-0.648029635,0,-2.005779613,0,0,0,0,4,0,0,1,0.25
2055,  yes. and that movie is hilarious btw. :) i would not be living there first off.....hahaha but i would trick them somehow. tell them of a better place on a landfill reserve.,0,  yes and that movie is hilarious btw  i would not be living there first offhahaha but i would trick them somehow tell them of a better place on a landfill reserve,0.751084857,-0.644805655,5.639599,-27.94421257,0,0,0,0,31,2,0.064516129,1,0.032258065
2056,  Yes. and Yes. hahah Ive been answering questions forever and still have like 450 questions. I feel like im never going to get through them all. Im trying though!! Sorry I hadn't gotten on here for a couple weeks. Big mistake. I have like two other spammers that killed my inbox so im still trying to catch up. :],0,  yes and yes hahah ive been answering questions forever and still have like 450 questions i feel like im never going to get through them all im trying though sorry i hadnt gotten on here for a couple weeks big mistake i have like two other spammers that killed my inbox so im still trying to catch up ,0.714694613,-0.555683792,20.006064,-31.29189647,0.142857143,0.063492063,0,0,58,3,0.051724138,3,0.051724138
2057,  YES. Because I want to go to the moon. I want to know if its made of cheese :),0,  yes because i want to go to the moon i want to know if its made of cheese ,0.994876755,-0.865482913,0,-8.739992331,0.2,0.1,0,0,18,0,0,0,0
2058,  Yes. because they're awesome and I love suprises.,0,  yes because theyre awesome and i love suprises,0.929784458,-0.566492614,3.240995458,-4.174031928,0.2,0.1,0,0,8,2,0.25,0,0
2059,  Yes. because you think with your heart not your brain  and thats the most dangerous thing you can do. its not using your brain at all?!! Sometimes i wish i had a pair of im in love see past the bullcrap glasses to put on to see a little clearer with days are a little dreary..,0,  yes because you think with your heart not your brain  and thats the most dangerous thing you can do its not using your brain at all sometimes i wish i had a pair of im in love see past the bullcrap glasses to put on to see a little clearer with days are a little dreary,0.804171499,-0.670148052,15.90402484,-29.2907978,0.033898305,0,0,0,56,2,0.035714286,2,0.035714286
2060,  yes. but we end up warped in the end either way..,0,  yes but we end up warped in the end either way,0.77818747,-0.706451503,1.919928277,-6.67586416,0,0,0,0,11,0,0,1,0.090909091
2061,  Yes. But well no..i guess everythings an experience and i wouldnt have learned from the time spent with someone so NO. lol,0,  yes but well noi guess everythings an experience and i wouldnt have learned from the time spent with someone so no lol,0.881257087,-0.539262939,0,-8.519152856,0.136363636,0,0,0,22,1,0.045454545,0,0
2062,  Yes. Cause it would totally be awwesome as long as they didn't do experiments and stuff on me hahaha,0,  yes cause it would totally be awwesome as long as they didnt do experiments and stuff on me hahaha,0.929073956,-0.553049543,4.631986615,-8.644897777,0.1,0,0,0,19,0,0,0,0
2063,  yes. deja vu,0,  yes deja vu,-0.084579014,-0.086667647,0,-2.005779613,0,0,0,0,3,0,0,0,0
2064,  yes. for sure.,0,  yes for sure,1.058688657,-0.583593395,0,-3.764606017,0,0,0,0,3,0,0,0,0
2065,  Yes. Hmmm the little asian dude that has all the gadgets and thinks he can fix everything with his smarts and thoughts :) haha,0,  yes hmmm the little asian dude that has all the gadgets and thinks he can fix everything with his smarts and thoughts  haha,0.566143093,-0.523106727,11.00573184,-8.529982349,0.08,0,0,0,23,0,0,0,0
2066,  Yes. I always cry when I get mad. Its dumb sometimes lol because people think I'm sad and Im sooo not :],0,  yes i always cry when i get mad its dumb sometimes lol because people think im sad and im sooo not ,1.007224204,-0.552150929,3.420265215,-13.67222459,0.25,0.125,0,0,21,0,0,4,0.19047619
2067,  yes. i do walks all the time,0,  yes i do walks all the time,1.247556092,-0.789155523,0,-7.512340108,0,0,0,0,7,0,0,0,0
2068,  yes. i dont eat them. haha,0,  yes i dont eat them haha,1.31274994,-0.540462971,0,-10.81526859,0,0,0,0,6,0,0,0,0
2069,  yes. i have before :) i gave a dude a jump on my way to school hahaha,0,  yes i have before  i gave a dude a jump on my way to school hahaha,0.922495796,-0.740469066,4.170547356,-14.15217911,0,0,0,0,16,0,0,0,0
2070,  Yes. I like to think so.,0,  yes i like to think so,1.593386125,-0.796626678,0,-5.381776956,0.285714286,0.142857143,0,0,6,1,0.166666667,0,0
2071,  yes. i sure hope so. i feel like it works my brain and makes me think!! :),0,  yes i sure hope so i feel like it works my brain and makes me think ,1.171641566,-0.652770867,11.83323405,-17.2070664,0,0,0,0,16,2,0.125,0,0
2072,  yes. I think it should be made into a cologne/,0,  yes i think it should be made into a cologne,0.994741869,-0.742378005,0,-5.148072836,0.1,0.1,0,0,10,0,0,0,0
2073,  Yes. I worked at a hospital and i feel i contributed to saving a lot of lives :),0,  yes i worked at a hospital and i feel i contributed to saving a lot of lives ,0.866847911,-0.595861983,0,-8.060683431,0.105263158,0.052631579,0,0,17,1,0.058823529,0,0
2074,  yes. if square aliens came to see us. hahaha or if the tractors would get more creative..one of the two! :),0,  yes if square aliens came to see us hahaha or if the tractors would get more creativeone of the two ,0.632665132,-0.644170909,7.621426162,-19.43029073,0,0,0,0,20,0,0,0,0
2075,  Yes. im with them now,0,  yes im with them now,1.066451174,-0.730237021,0,-3.404810194,0.2,0,0,0,5,0,0,0,0
2076,  Yes. Its dumb. hahah,0,  yes its dumb hahah,0.687486526,-0.305354478,0,0,0.5,0,0,0,4,0,0,1,0.25
2077,  Yes. Its weird sometimes. But dreams are weird. haha,0,  yes its weird sometimes but dreams are weird haha,0.877120863,-0.426238939,0,-3.902184413,0.333333333,0,0,0,9,0,0,2,0.222222222
2078,  yes. Ive had two years. Im on a waiting list for clinicals..which is americas way of being stupid to the people who are trying to get ahead in life..,0,  yes ive had two years im on a waiting list for clinicalswhich is americas way of being stupid to the people who are trying to get ahead in life,0.788931207,-0.715294066,5.033918229,-8.315671873,0.068965517,0,0,0,29,0,0,1,0.034482759
2079,  Yes. Karma :],0,  yes karma ,0.435997069,-0.199457236,0,-8.705423881,0.5,0,0,0,2,0,0,0,0
2080,  Yes. Karma? :) its always there. so be nice!,0,  yes karma  its always there so be nice,0.926966678,-0.508926593,8.198682067,-5.602431207,0.166666667,0,0,0,8,1,0.125,0,0
2081,  yes. like most websites i think people are addicted to having something to do :),0,  yes like most websites i think people are addicted to having something to do ,1.01573489,-0.707725333,0,-18.18782786,0,0,0,0,14,1,0.071428571,1,0.071428571
2082,  yes. love it,0,  yes love it,1.186271313,-0.850949093,0,-6.179811541,0,0,0,0,3,1,0.333333333,0,0
2083,  Yes. Love the creativity.,0,  yes love the creativity,0.664131291,-0.891815668,0,0,0.4,0,0,0,4,1,0.25,0,0
2084,  yes. my sis usually,0,  yes my sis usually,0.565535832,-0.512554047,0,-2.005779613,0,0,0,0,4,0,0,0,0
2085,  yes. my sister. all the time,0,  yes my sister all the time,0.9478013,-0.865439139,0,-2.005779613,0,0,0,0,6,0,0,0,0
2086,  yes. not sure really. Maybe the earth and all the planets are just tiny specs of dirt in a giants pocket somewhere..,0,  yes not sure really maybe the earth and all the planets are just tiny specs of dirt in a giants pocket somewhere,0.631164049,-0.556314224,0,-7.789938115,0.045454545,0,0,0,22,0,0,1,0.045454545
2087,  yes. only because it's petty highschool crap thats annoying and not needed. haha,0,  yes only because its petty highschool crap thats annoying and not needed haha,0.701511766,-0.324225154,1.996367591,-7.732471509,0,0,1,0.076923077,13,0,0,3,0.230769231
2088,  Yes. Paramore :],0,  yes paramore ,0.212380171,-0.495204412,0,-8.705423881,0.5,0,0,0,2,0,0,0,0
2089,  yes. raccoon. and i freaked. it was coming onto the expressway. only thing ive ever hit and plan on hitting. haha,0,  yes raccoon and i freaked it was coming onto the expressway only thing ive ever hit and plan on hitting haha,0.680583273,-0.561279221,1.78872575,-15.46691296,0,0,0,0,21,0,0,0,0
2090,  yes. slow danced with my boyfriend :),0,  yes slow danced with my boyfriend ,0.440935914,-0.54336152,0,-4.849583836,0,0,0,0,6,0,0,1,0.166666667
2091,  yes. they love to buzz.,0,  yes they love to buzz,1.040885711,-0.54786415,0,-6.179811541,0,0,0,0,5,1,0.2,0,0
2092,  Yes. Timothy. :] and my dad. I talked to him and my ma! haha wow didn't realize how many people ive said I love you to.,0,  yes timothy  and my dad i talked to him and my ma haha wow didnt realize how many people ive said i love you to,0.940665949,-0.513557534,10.71153332,-18.77819196,0.133333333,0.066666667,0,0,25,2,0.08,0,0
2093,  yes. tims dad,0,  yes tims dad,0.251743265,-0.460071777,0,-2.005779613,0,0,0,0,3,0,0,0,0
2094,  Yes. When its nescessary,0,  yes when its nescessary,0.741627859,-0.547614803,0,-2.758626985,0.5,0,0,0,4,0,0,0,0
2095,  Yes. yes. and i have the idea of it. as long as i have the paper thatt tells me which numbered spark plug goes where..i could do it :),0,  yes yes and i have the idea of it as long as i have the paper thatt tells me which numbered spark plug goes wherei could do it ,0.742996296,-0.496997014,0,-19.74364328,0.033333333,0,0,0,28,0,0,0,0
2096,  yes. yes. and yes. ive done all the above before,0,  yes yes and yes ive done all the above before,0.737743163,-0.754691504,0,-6.017338839,0,0,0,0,10,0,0,0,0
2097,  yes......cut my self with a knife (accidentally)...cut myself on the rabbits cage and fell off a chair haha and then i have a random one on my arm and i have either a scar or a dint in my forehead :/,0,  yescut my self with a knife accidentallycut myself on the rabbits cage and fell off a chair haha and then i have a random one on my arm and i have either a scar or a dint in my forehead ,0.562721685,-0.445153603,9.621968633,-26.68333308,0,0,0,0,40,0,0,3,0.075
2098,  YEsH hahahahaha wouldn't you??,0,  yesh hahahahaha wouldnt you,0.671229931,-0.160127324,7.407390953,-4.201702561,0.142857143,0,0,0,4,0,0,0,0
2099,  yeshh :),0,  yeshh ,0.38698254,-0.362257343,0,-2.843804223,0,0,0,0,1,0,0,0,0
2100,  yeshhh,0,  yeshhh,-0.395377869,-0.278547637,0,0,0,0,0,0,1,0,0,0,0
